2023-11-13 13:55:17.761711
What were my total sales in FLORAL Last Complete Year?|Total sales in FLORAL Last Complete Year.
Which department in Chatham has the largest net gain in sales this period compared to the same period last year?|The department in Chatham with the largest net gain in sales this period compared to the same period last year.
Which department in Warrensburg has the largest net gain in sales this period compared to the same period last year?|The department in Warrensburg with the largest net gain in sales this period compared to the same period last year.
Which department in Oxford has the largest net gain in sales this period compared to the same period last year?|The department in Oxford with the largest net gain in sales this period compared to the same period last year.
Which department in Ft Edward has the largest net gain in sales this period compared to the same period last year?|The department in Ft Edward with the largest net gain in sales this period compared to the same period last year.
Which department in Clifton Park Plaza has the largest net gain in sales this period compared to the same period last year?|The department in Clifton Park Plaza with the largest net gain in sales this period compared to the same period last year.
Which department in Tupper Lake has the largest net gain in sales this period compared to the same period last year?|The department in Tupper Lake with the largest net gain in sales this period compared to the same period last year.
Which department in North Adams has the largest net gain in sales this period compared to the same period last year?|The department in North Adams with the largest net gain in sales this period compared to the same period last year.
Which department in Lenox has the largest net gain in sales this period compared to the same period last year?|The department in Lenox with the largest net gain in sales this period compared to the same period last year.
Which department in Watervliet has the largest net gain in sales this period compared to the same period last year?|The department in Watervliet with the largest net gain in sales this period compared to the same period last year.
Which department in Saratoga has the largest net gain in sales this period compared to the same period last year?|The department in Saratoga with the largest net gain in sales this period compared to the same period last year.
Which department in Oswego has the largest net gain in sales this period compared to the same period last year?|The department in Oswego with the largest net gain in sales this period compared to the same period last year.
Which department in Fulton has the largest net gain in sales this period compared to the same period last year?|The department in Fulton with the largest net gain in sales this period compared to the same period last year.
Which department in Dunmore St. has the largest net gain in sales this period compared to the same period last year?|The department in Dunmore St. with the largest net gain in sales this period compared to the same period last year.
Which department in Oneida has the largest net gain in sales this period compared to the same period last year?|The department in Oneida with the largest net gain in sales this period compared to the same period last year.
Which department in Colonie has the largest net gain in sales this period compared to the same period last year?|The department in Colonie with the largest net gain in sales this period compared to the same period last year.
Which department in Binghamton has the largest net gain in sales this period compared to the same period last year?|The department in Binghamton with the largest net gain in sales this period compared to the same period last year.
Which department in Wilkes-Barre has the largest net gain in sales this period compared to the same period last year?|The department in Wilkes-Barre with the largest net gain in sales this period compared to the same period last year.
Which department in Shrewsbury has the largest net gain in sales this period compared to the same period last year?|The department in Shrewsbury with the largest net gain in sales this period compared to the same period last year.
Which department in Webster has the largest net gain in sales this period compared to the same period last year?|The department in Webster with the largest net gain in sales this period compared to the same period last year.
Which department in Chatham has the largest net gain in sales this period compared to the same period last year?|The department in Chatham with the largest net gain in sales this period compared to the same period last year.
Which department in Oswego has the largest net gain in sales this period compared to the same period last year?|The department in Oswego with the largest net gain in sales this period compared to the same period last year.
Which department in Eastern Parkway has the smallest net gain in sales this period compared to the same period last year?|The department in Eastern Parkway with the smallest net gain in sales this period compared to the same period last year.
Which department in Brunswick has the smallest net gain in sales this period compared to the same period last year?|The department in Brunswick with the smallest net gain in sales this period compared to the same period last year.
Which department in Lincoln has the smallest net gain in sales this period compared to the same period last year?|The department in Lincoln with the smallest net gain in sales this period compared to the same period last year.
Which department in Cooper St has the smallest net gain in sales this period compared to the same period last year?|The department in Cooper St with the smallest net gain in sales this period compared to the same period last year.
Which department in Lee has the smallest net gain in sales this period compared to the same period last year?|The department in Lee with the smallest net gain in sales this period compared to the same period last year.
Which department in Clinton Housecalls has the smallest net gain in sales this period compared to the same period last year?|The department in Clinton Housecalls with the smallest net gain in sales this period compared to the same period last year.
Which department in North Troy has the smallest net gain in sales this period compared to the same period last year?|The department in North Troy with the smallest net gain in sales this period compared to the same period last year.
Which department in Johnstown has the smallest net gain in sales this period compared to the same period last year?|The department in Johnstown with the smallest net gain in sales this period compared to the same period last year.
Which department in Price Chopper Pharmacy has the smallest net gain in sales this period compared to the same period last year?|The department in Price Chopper Pharmacy with the smallest net gain in sales this period compared to the same period last year.
Which department in Clifton Park has the smallest net gain in sales this period compared to the same period last year?|The department in Clifton Park with the smallest net gain in sales this period compared to the same period last year.
Which department in Madison Ave has the smallest net gain in sales this period compared to the same period last year?|The department in Madison Ave with the smallest net gain in sales this period compared to the same period last year.
Which department in West Carthage has the smallest net gain in sales this period compared to the same period last year?|The department in West Carthage with the smallest net gain in sales this period compared to the same period last year.
Which department in Genesee Street has the smallest net gain in sales this period compared to the same period last year?|The department in Genesee Street with the smallest net gain in sales this period compared to the same period last year.
Which department in Hamilton Square has the smallest net gain in sales this period compared to the same period last year?|The department in Hamilton Square with the smallest net gain in sales this period compared to the same period last year.
Which department in Potsdam has the smallest net gain in sales this period compared to the same period last year?|The department in Potsdam with the smallest net gain in sales this period compared to the same period last year.
Which department in Ogdensburg has the smallest net gain in sales this period compared to the same period last year?|The department in Ogdensburg with the smallest net gain in sales this period compared to the same period last year.
Which department in Massena has the smallest net gain in sales this period compared to the same period last year?|The department in Massena with the smallest net gain in sales this period compared to the same period last year.
Which department in Cohoes has the smallest net gain in sales this period compared to the same period last year?|The department in Cohoes with the smallest net gain in sales this period compared to the same period last year.
Which department in Gouverneur has the smallest net gain in sales this period compared to the same period last year?|The department in Gouverneur with the smallest net gain in sales this period compared to the same period last year.
Which department in Glenville has the smallest net gain in sales this period compared to the same period last year?|The department in Glenville with the smallest net gain in sales this period compared to the same period last year.
Which department in Wilton has the smallest net gain in sales this period compared to the same period last year?|The department in Wilton with the smallest net gain in sales this period compared to the same period last year.
Which department in Glen Street has the smallest net gain in sales this period compared to the same period last year?|The department in Glen Street with the smallest net gain in sales this period compared to the same period last year.
Which department in Catskill has the smallest net gain in sales this period compared to the same period last year?|The department in Catskill with the smallest net gain in sales this period compared to the same period last year.
Which department in North Utica has the smallest net gain in sales this period compared to the same period last year?|The department in North Utica with the smallest net gain in sales this period compared to the same period last year.
Which department in Delaware Ave has the smallest net gain in sales this period compared to the same period last year?|The department in Delaware Ave with the smallest net gain in sales this period compared to the same period last year.
Which department in Canton has the smallest net gain in sales this period compared to the same period last year?|The department in Canton with the smallest net gain in sales this period compared to the same period last year.
Which department in Menands has the smallest net gain in sales this period compared to the same period last year?|The department in Menands with the smallest net gain in sales this period compared to the same period last year.
Which department in Mechanicville has the smallest net gain in sales this period compared to the same period last year?|The department in Mechanicville with the smallest net gain in sales this period compared to the same period last year.
Which department in Watertown has the smallest net gain in sales this period compared to the same period last year?|The department in Watertown with the smallest net gain in sales this period compared to the same period last year.
Which department in East Greenbush has the smallest net gain in sales this period compared to the same period last year?|The department in East Greenbush with the smallest net gain in sales this period compared to the same period last year.
Which department in Clifton Shoppers World has the smallest net gain in sales this period compared to the same period last year?|The department in Clifton Shoppers World with the smallest net gain in sales this period compared to the same period last year.
Which department in Middletown has the smallest net gain in sales this period compared to the same period last year?|The department in Middletown with the smallest net gain in sales this period compared to the same period last year.
Which department in Cobleskill has the smallest net gain in sales this period compared to the same period last year?|The department in Cobleskill with the smallest net gain in sales this period compared to the same period last year.
Which department in West Rutland has the smallest net gain in sales this period compared to the same period last year?|The department in West Rutland with the smallest net gain in sales this period compared to the same period last year.
Which department in Barre has the smallest net gain in sales this period compared to the same period last year?|The department in Barre with the smallest net gain in sales this period compared to the same period last year.
Which department in Manchester, VT has the smallest net gain in sales this period compared to the same period last year?|The department in Manchester, VT with the smallest net gain in sales this period compared to the same period last year.
Which department in St. Albans has the smallest net gain in sales this period compared to the same period last year?|The department in St. Albans with the smallest net gain in sales this period compared to the same period last year.
Which department in Poughkeepsie has the smallest net gain in sales this period compared to the same period last year?|The department in Poughkeepsie with the smallest net gain in sales this period compared to the same period last year.
Which department in Endicott has the smallest net gain in sales this period compared to the same period last year?|The department in Endicott with the smallest net gain in sales this period compared to the same period last year.
Which department in Rutland Plaza has the smallest net gain in sales this period compared to the same period last year?|The department in Rutland Plaza with the smallest net gain in sales this period compared to the same period last year.
Which department in Hudson has the smallest net gain in sales this period compared to the same period last year?|The department in Hudson with the smallest net gain in sales this period compared to the same period last year.
Which department in Westgate has the smallest net gain in sales this period compared to the same period last year?|The department in Westgate with the smallest net gain in sales this period compared to the same period last year.
Which department in Oneonta has the smallest net gain in sales this period compared to the same period last year?|The department in Oneonta with the smallest net gain in sales this period compared to the same period last year.
Which department in O'Neill Highway has the smallest net gain in sales this period compared to the same period last year?|The department in O'Neill Highway with the smallest net gain in sales this period compared to the same period last year.
Which department in Brattleboro has the smallest net gain in sales this period compared to the same period last year?|The department in Brattleboro with the smallest net gain in sales this period compared to the same period last year.
Which department in Morrisville has the smallest net gain in sales this period compared to the same period last year?|The department in Morrisville with the smallest net gain in sales this period compared to the same period last year.
Which department in Market Bistro has the smallest net gain in sales this period compared to the same period last year?|The department in Market Bistro with the smallest net gain in sales this period compared to the same period last year.
Which department in Amsterdam has the smallest net gain in sales this period compared to the same period last year?|The department in Amsterdam with the smallest net gain in sales this period compared to the same period last year.
Which department in Pittsfield has the smallest net gain in sales this period compared to the same period last year?|The department in Pittsfield with the smallest net gain in sales this period compared to the same period last year.
Which department in St. Johnsbury has the smallest net gain in sales this period compared to the same period last year?|The department in St. Johnsbury with the smallest net gain in sales this period compared to the same period last year.
Which department in Vails Gate has the smallest net gain in sales this period compared to the same period last year?|The department in Vails Gate with the smallest net gain in sales this period compared to the same period last year.
Which department in Park Avenue has the smallest net gain in sales this period compared to the same period last year?|The department in Park Avenue with the smallest net gain in sales this period compared to the same period last year.
Which department in Spencer has the smallest net gain in sales this period compared to the same period last year?|The department in Spencer with the smallest net gain in sales this period compared to the same period last year.
Which department in Sunderland Road has the smallest net gain in sales this period compared to the same period last year?|The department in Sunderland Road with the smallest net gain in sales this period compared to the same period last year.
Which department in Gt. Barrington has the smallest net gain in sales this period compared to the same period last year?|The department in Gt. Barrington with the smallest net gain in sales this period compared to the same period last year.
Which department in Torrington has the smallest net gain in sales this period compared to the same period last year?|The department in Torrington with the smallest net gain in sales this period compared to the same period last year.
Which department in Granville has the smallest net gain in sales this period compared to the same period last year?|The department in Granville with the smallest net gain in sales this period compared to the same period last year.
Which department in Route 50 has the smallest net gain in sales this period compared to the same period last year?|The department in Route 50 with the smallest net gain in sales this period compared to the same period last year.
Which department in Bethlehem has the smallest net gain in sales this period compared to the same period last year?|The department in Bethlehem with the smallest net gain in sales this period compared to the same period last year.
Which department in Worcester Fair has the smallest net gain in sales this period compared to the same period last year?|The department in Worcester Fair with the smallest net gain in sales this period compared to the same period last year.
Which department in Norwich has the smallest net gain in sales this period compared to the same period last year?|The department in Norwich with the smallest net gain in sales this period compared to the same period last year.
Which department in Marlborough has the smallest net gain in sales this period compared to the same period last year?|The department in Marlborough with the smallest net gain in sales this period compared to the same period last year.
Which department in Palatine Bridge has the smallest net gain in sales this period compared to the same period last year?|The department in Palatine Bridge with the smallest net gain in sales this period compared to the same period last year.
Which department in Shelburne Road has the smallest net gain in sales this period compared to the same period last year?|The department in Shelburne Road with the smallest net gain in sales this period compared to the same period last year.
Which department in Malone has the smallest net gain in sales this period compared to the same period last year?|The department in Malone with the smallest net gain in sales this period compared to the same period last year.
Which department in West Lebanon has the smallest net gain in sales this period compared to the same period last year?|The department in West Lebanon with the smallest net gain in sales this period compared to the same period last year.
Which department in Plattsburgh has the smallest net gain in sales this period compared to the same period last year?|The department in Plattsburgh with the smallest net gain in sales this period compared to the same period last year.
Which department in Taylor has the smallest net gain in sales this period compared to the same period last year?|The department in Taylor with the smallest net gain in sales this period compared to the same period last year.
Which department in Lake George has the smallest net gain in sales this period compared to the same period last year?|The department in Lake George with the smallest net gain in sales this period compared to the same period last year.
Which department in Bennington has the smallest net gain in sales this period compared to the same period last year?|The department in Bennington with the smallest net gain in sales this period compared to the same period last year.
Which department in Erie Blvd. has the smallest net gain in sales this period compared to the same period last year?|The department in Erie Blvd. with the smallest net gain in sales this period compared to the same period last year.
Which department in Wyoming has the smallest net gain in sales this period compared to the same period last year?|The department in Wyoming with the smallest net gain in sales this period compared to the same period last year.
Which department in Western Lights has the smallest net gain in sales this period compared to the same period last year?|The department in Western Lights with the smallest net gain in sales this period compared to the same period last year.
Which department in Altamont Avenue has the smallest net gain in sales this period compared to the same period last year?|The department in Altamont Avenue with the smallest net gain in sales this period compared to the same period last year.
Which department in Windsor  VT has the smallest net gain in sales this period compared to the same period last year?|The department in Windsor  VT with the smallest net gain in sales this period compared to the same period last year.
Which department in Cortland has the smallest net gain in sales this period compared to the same period last year?|The department in Cortland with the smallest net gain in sales this period compared to the same period last year.
Which department in Main and Cambridge has the smallest net gain in sales this period compared to the same period last year?|The department in Main and Cambridge with the smallest net gain in sales this period compared to the same period last year.
Which department in Lake Placid has the smallest net gain in sales this period compared to the same period last year?|The department in Lake Placid with the smallest net gain in sales this period compared to the same period last year.
Which department in Hudson Valley Plaza has the smallest net gain in sales this period compared to the same period last year?|The department in Hudson Valley Plaza with the smallest net gain in sales this period compared to the same period last year.
Which department in Clay has the smallest net gain in sales this period compared to the same period last year?|The department in Clay with the smallest net gain in sales this period compared to the same period last year.
Which department in Guilderland has the smallest net gain in sales this period compared to the same period last year?|The department in Guilderland with the smallest net gain in sales this period compared to the same period last year.
Which department in Malta has the smallest net gain in sales this period compared to the same period last year?|The department in Malta with the smallest net gain in sales this period compared to the same period last year.
Which department in Montrose has the smallest net gain in sales this period compared to the same period last year?|The department in Montrose with the smallest net gain in sales this period compared to the same period last year.
Which department in Shaker Road has the smallest net gain in sales this period compared to the same period last year?|The department in Shaker Road with the smallest net gain in sales this period compared to the same period last year.
Which department in Putnam has the smallest net gain in sales this period compared to the same period last year?|The department in Putnam with the smallest net gain in sales this period compared to the same period last year.
Which department in Edwardsville has the smallest net gain in sales this period compared to the same period last year?|The department in Edwardsville with the smallest net gain in sales this period compared to the same period last year.
Which department in Niskayuna has the smallest net gain in sales this period compared to the same period last year?|The department in Niskayuna with the smallest net gain in sales this period compared to the same period last year.
Which department in Essex Center has the smallest net gain in sales this period compared to the same period last year?|The department in Essex Center with the smallest net gain in sales this period compared to the same period last year.
Which department in Saugerties has the smallest net gain in sales this period compared to the same period last year?|The department in Saugerties with the smallest net gain in sales this period compared to the same period last year.
Which department in Mountain Road has the smallest net gain in sales this period compared to the same period last year?|The department in Mountain Road with the smallest net gain in sales this period compared to the same period last year.
Which department in Gloversville has the smallest net gain in sales this period compared to the same period last year?|The department in Gloversville with the smallest net gain in sales this period compared to the same period last year.
Which department in Glenmont has the smallest net gain in sales this period compared to the same period last year?|The department in Glenmont with the smallest net gain in sales this period compared to the same period last year.
Which department in Newburgh has the smallest net gain in sales this period compared to the same period last year?|The department in Newburgh with the smallest net gain in sales this period compared to the same period last year.
Which department in Cicero has the smallest net gain in sales this period compared to the same period last year?|The department in Cicero with the smallest net gain in sales this period compared to the same period last year.
Which department in House Calls Pharmacy has the smallest net gain in sales this period compared to the same period last year?|The department in House Calls Pharmacy with the smallest net gain in sales this period compared to the same period last year.
Which department in House Calls Pharmacy has the smallest net gain in sales this period compared to the same period last year?|The department in House Calls Pharmacy with the smallest net gain in sales this period compared to the same period last year.
Which department in Westfall PA has the smallest net gain in sales this period compared to the same period last year?|The department in Westfall PA with the smallest net gain in sales this period compared to the same period last year.
Which department in Southington has the smallest net gain in sales this period compared to the same period last year?|The department in Southington with the smallest net gain in sales this period compared to the same period last year.
Which department in Bristol has the smallest net gain in sales this period compared to the same period last year?|The department in Bristol with the smallest net gain in sales this period compared to the same period last year.
Which department in Vernon has the smallest net gain in sales this period compared to the same period last year?|The department in Vernon with the smallest net gain in sales this period compared to the same period last year.
Which department in Rome has the smallest net gain in sales this period compared to the same period last year?|The department in Rome with the smallest net gain in sales this period compared to the same period last year.
Which department in Commercial Drive has the smallest net gain in sales this period compared to the same period last year?|The department in Commercial Drive with the smallest net gain in sales this period compared to the same period last year.
Which department in Keene has the smallest net gain in sales this period compared to the same period last year?|The department in Keene with the smallest net gain in sales this period compared to the same period last year.
Which department in Newington has the smallest net gain in sales this period compared to the same period last year?|The department in Newington with the smallest net gain in sales this period compared to the same period last year.
Which department in Richfield Springs has the smallest net gain in sales this period compared to the same period last year?|The department in Richfield Springs with the smallest net gain in sales this period compared to the same period last year.
Which department in House Calls has the smallest net gain in sales this period compared to the same period last year?|The department in House Calls with the smallest net gain in sales this period compared to the same period last year.
Which department in Oneida has the smallest net gain in sales this period compared to the same period last year?|The department in Oneida with the smallest net gain in sales this period compared to the same period last year.
Which department in Fulton has the smallest net gain in sales this period compared to the same period last year?|The department in Fulton with the smallest net gain in sales this period compared to the same period last year.
Which department in Sidney has the smallest net gain in sales this period compared to the same period last year?|The department in Sidney with the smallest net gain in sales this period compared to the same period last year.
Which department in Owego has the smallest net gain in sales this period compared to the same period last year?|The department in Owego with the smallest net gain in sales this period compared to the same period last year.
Which department in Delhi has the smallest net gain in sales this period compared to the same period last year?|The department in Delhi with the smallest net gain in sales this period compared to the same period last year.
Which department in Derby has the smallest net gain in sales this period compared to the same period last year?|The department in Derby with the smallest net gain in sales this period compared to the same period last year.
Which department in Champlain has the smallest net gain in sales this period compared to the same period last year?|The department in Champlain with the smallest net gain in sales this period compared to the same period last year.
Which department in Windsor, CT has the smallest net gain in sales this period compared to the same period last year?|The department in Windsor, CT with the smallest net gain in sales this period compared to the same period last year.
Which department in Wilkes has the smallest net gain in sales this period compared to the same period last year?|The department in Wilkes with the smallest net gain in sales this period compared to the same period last year.
Which department in Warwick has the smallest net gain in sales this period compared to the same period last year?|The department in Warwick with the smallest net gain in sales this period compared to the same period last year.
Which department in Colonie has the smallest net gain in sales this period compared to the same period last year?|The department in Colonie with the smallest net gain in sales this period compared to the same period last year.
Which department in Madison NY has the smallest net gain in sales this period compared to the same period last year?|The department in Madison NY with the smallest net gain in sales this period compared to the same period last year.
Which department in Oswego has the smallest net gain in sales this period compared to the same period last year?|The department in Oswego with the smallest net gain in sales this period compared to the same period last year.
Which department in Lebanon has the smallest net gain in sales this period compared to the same period last year?|The department in Lebanon with the smallest net gain in sales this period compared to the same period last year.
Which department in So. Burlington has the smallest net gain in sales this period compared to the same period last year?|The department in So. Burlington with the smallest net gain in sales this period compared to the same period last year.
Which department in Shrewsbury has the smallest net gain in sales this period compared to the same period last year?|The department in Shrewsbury with the smallest net gain in sales this period compared to the same period last year.
Which department in Colchester has the smallest net gain in sales this period compared to the same period last year?|The department in Colchester with the smallest net gain in sales this period compared to the same period last year.
Which department in Hopkinton has the smallest net gain in sales this period compared to the same period last year?|The department in Hopkinton with the smallest net gain in sales this period compared to the same period last year.
Which department in Middletown CT has the smallest net gain in sales this period compared to the same period last year?|The department in Middletown CT with the smallest net gain in sales this period compared to the same period last year.
Which department in Lenox has the smallest net gain in sales this period compared to the same period last year?|The department in Lenox with the smallest net gain in sales this period compared to the same period last year.
Which department in Chenango has the smallest net gain in sales this period compared to the same period last year?|The department in Chenango with the smallest net gain in sales this period compared to the same period last year.
Which department in Cooperstown has the smallest net gain in sales this period compared to the same period last year?|The department in Cooperstown with the smallest net gain in sales this period compared to the same period last year.
Which department in Marshall's Creek has the smallest net gain in sales this period compared to the same period last year?|The department in Marshall's Creek with the smallest net gain in sales this period compared to the same period last year.
Which department in Binghamton has the smallest net gain in sales this period compared to the same period last year?|The department in Binghamton with the smallest net gain in sales this period compared to the same period last year.
Which department in Saratoga has the smallest net gain in sales this period compared to the same period last year?|The department in Saratoga with the smallest net gain in sales this period compared to the same period last year.
Which department in Gardner has the smallest net gain in sales this period compared to the same period last year?|The department in Gardner with the smallest net gain in sales this period compared to the same period last year.
Which department in Webster has the smallest net gain in sales this period compared to the same period last year?|The department in Webster with the smallest net gain in sales this period compared to the same period last year.
Which department in Alexandria Bay has the smallest net gain in sales this period compared to the same period last year?|The department in Alexandria Bay with the smallest net gain in sales this period compared to the same period last year.
Which department in Little Falls has the smallest net gain in sales this period compared to the same period last year?|The department in Little Falls with the smallest net gain in sales this period compared to the same period last year.
Which department in Storrs has the smallest net gain in sales this period compared to the same period last year?|The department in Storrs with the smallest net gain in sales this period compared to the same period last year.
Which department in Sutton MA has the smallest net gain in sales this period compared to the same period last year?|The department in Sutton MA with the smallest net gain in sales this period compared to the same period last year.
Which department in Watervliet has the smallest net gain in sales this period compared to the same period last year?|The department in Watervliet with the smallest net gain in sales this period compared to the same period last year.
Which department in Chatham has the smallest net gain in sales this period compared to the same period last year?|The department in Chatham with the smallest net gain in sales this period compared to the same period last year.
Which department in Warrensburg has the smallest net gain in sales this period compared to the same period last year?|The department in Warrensburg with the smallest net gain in sales this period compared to the same period last year.
Which department in Oxford has the smallest net gain in sales this period compared to the same period last year?|The department in Oxford with the smallest net gain in sales this period compared to the same period last year.
Which department in Ft Edward has the smallest net gain in sales this period compared to the same period last year?|The department in Ft Edward with the smallest net gain in sales this period compared to the same period last year.
Which department in Clifton Park Plaza has the smallest net gain in sales this period compared to the same period last year?|The department in Clifton Park Plaza with the smallest net gain in sales this period compared to the same period last year.
Which department in Tupper Lake has the smallest net gain in sales this period compared to the same period last year?|The department in Tupper Lake with the smallest net gain in sales this period compared to the same period last year.
Which department in North Adams has the smallest net gain in sales this period compared to the same period last year?|The department in North Adams with the smallest net gain in sales this period compared to the same period last year.
Which department in Lenox has the smallest net gain in sales this period compared to the same period last year?|The department in Lenox with the smallest net gain in sales this period compared to the same period last year.
Which department in Watervliet has the smallest net gain in sales this period compared to the same period last year?|The department in Watervliet with the smallest net gain in sales this period compared to the same period last year.
Which department in Saratoga has the smallest net gain in sales this period compared to the same period last year?|The department in Saratoga with the smallest net gain in sales this period compared to the same period last year.
Which department in Oswego has the smallest net gain in sales this period compared to the same period last year?|The department in Oswego with the smallest net gain in sales this period compared to the same period last year.
Which department in Fulton has the smallest net gain in sales this period compared to the same period last year?|The department in Fulton with the smallest net gain in sales this period compared to the same period last year.
Which department in Dunmore St. has the smallest net gain in sales this period compared to the same period last year?|The department in Dunmore St. with the smallest net gain in sales this period compared to the same period last year.
Which department in Oneida has the smallest net gain in sales this period compared to the same period last year?|The department in Oneida with the smallest net gain in sales this period compared to the same period last year.
Which department in Colonie has the smallest net gain in sales this period compared to the same period last year?|The department in Colonie with the smallest net gain in sales this period compared to the same period last year.
Which department in Binghamton has the smallest net gain in sales this period compared to the same period last year?|The department in Binghamton with the smallest net gain in sales this period compared to the same period last year.
Which department in Wilkes-Barre has the smallest net gain in sales this period compared to the same period last year?|The department in Wilkes-Barre with the smallest net gain in sales this period compared to the same period last year.
Which department in Shrewsbury has the smallest net gain in sales this period compared to the same period last year?|The department in Shrewsbury with the smallest net gain in sales this period compared to the same period last year.
Which department in Webster has the smallest net gain in sales this period compared to the same period last year?|The department in Webster with the smallest net gain in sales this period compared to the same period last year.
Which department in Chatham has the smallest net gain in sales this period compared to the same period last year?|The department in Chatham with the smallest net gain in sales this period compared to the same period last year.
Which department in Oswego has the smallest net gain in sales this period compared to the same period last year?|The department in Oswego with the smallest net gain in sales this period compared to the same period last year.
Which departments in Eastern Parkway have a positive net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in Eastern Parkway with a positive net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in Brunswick have a positive net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in Brunswick with a positive net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in Lincoln have a positive net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in Lincoln with a positive net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in Cooper St have a positive net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in Cooper St with a positive net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in Lee have a positive net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in Lee with a positive net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in Clinton Housecalls have a positive net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in Clinton Housecalls with a positive net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in North Troy have a positive net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in North Troy with a positive net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in Johnstown have a positive net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in Johnstown with a positive net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in Price Chopper Pharmacy have a positive net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in Price Chopper Pharmacy with a positive net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in Clifton Park have a positive net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in Clifton Park with a positive net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in Madison Ave have a positive net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in Madison Ave with a positive net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in West Carthage have a positive net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in West Carthage with a positive net gain in sales this period compared to the same period last year excluding pharmacy.
